#Tibet-Lhasa DateTime;(deg C) Min Temperature (MERRA2) at 29.6621N,-91.1359W, 2008-01-01 to 2019-12-31
2014-01-24;-9.853
2014-01-25;-12.5299
2014-01-26;-12.7345
2014-01-27;-11.8427
2014-01-28;-13.9602
2014-01-29;-14.4201
2014-01-30;-13.3005
2014-01-31;-13.0277
2014-02-01;-12.894
2014-02-02;-10.2608
2014-02-03;-9.9668
2014-02-04;-9.9112
2014-02-05;-10.5733
2014-02-06;-11.0426
2014-02-07;-10.8442
2014-02-08;-11.9667
2014-02-09;-13.7575
2014-02-10;-13.8691
2014-02-11;-14.7781
2014-02-12;-15.0146
2014-02-13;-11.8755
2014-02-14;-11.7651
2014-02-15;-11.9445
2014-02-16;-9.949
2014-02-17;-19.9764
2014-02-18;-20.2391
2014-02-19;-15.8645
2014-02-20;-10.4159
2014-02-21;-9.8667
2014-02-22;-9.4078
2014-02-23;-10.8031
2014-02-24;-10.9875
2014-02-25;-10.5725
2014-02-26;-8.5059
2014-02-27;-8.4869
2014-02-28;-9.2564
2014-03-01;-10.7825
2014-03-02;-12.7382
2014-03-03;-12.2402
2014-03-04;-9.8756
2014-03-05;-12.1293
2014-03-06;-11.8434
2014-03-07;-10.8086
2014-03-08;-11.2943
2014-03-09;-11.0508
2014-03-10;-6.3859
2014-03-11;-6.3594
2014-03-12;-7.1039
2014-03-13;-6.9437
2014-03-14;-7.5855
2014-03-15;-6.6304
2014-03-16;-5.0367
2014-03-17;-4.0401
2014-03-18;-3.29
2014-03-19;-5.9286
2014-03-20;-7.2644
2014-03-21;-6.0703
2014-03-22;-6.5173
2014-03-23;-5.7233
2014-03-24;-4.7081
2014-03-25;-4.048
2014-03-26;-4.7436
2014-03-27;-2.903
2014-03-28;-3.542
2014-03-29;-3.9583
2014-03-30;-3.5765
2014-03-31;-5.6347
2014-04-01;-6.0892
2014-04-02;-6.4565
2014-04-03;-4.3402
2014-04-04;-4.2156
2014-04-05;-3.0407
2014-04-06;-2.2773
2014-04-07;-1.3881
2014-04-08;-3.7477
2014-04-09;-5.1483
2014-04-10;-3.6028
2014-04-11;-4.1682
2014-04-12;-5.0231
2014-04-13;-6.1675
2014-04-14;-5.5091
2014-04-15;-4.6728
2014-04-16;-4.3757
2014-04-17;-5.1225
2014-04-18;-3.8582
2014-04-19;-4.3036
2014-04-20;-4.5248
2014-04-21;-4.5119
2014-04-22;-4.378
2014-04-23;-5.9309
2014-04-24;-4.3652
2014-04-25;-3.0915
2014-04-26;-3.5959
2014-04-27;-1.8534
2014-04-28;-4.8791
2014-04-29;-3.1953
2014-04-30;-2.699
2014-05-01;-2.9562
2014-05-02;-1.7539
2014-05-03;-2.3877
2014-05-04;-1.5685
2014-05-05;-0.1595
2014-05-06;-1.8029
2014-05-07;-1.4106
2014-05-08;-1.8708
2014-05-09;-0.5313
2014-05-10;-2.8409
2014-05-11;-1.0837
2014-05-12;-1.8681
2014-05-13;-2.2108
2014-05-14;-3.2583
2014-05-15;-0.5021
2014-05-16;-2.075
2014-05-17;0.0074
2014-05-18;4.0366
2014-05-19;1.1246
2014-05-20;0.8421
2014-05-21;-1.3755
2014-05-22;-0.0744
2014-05-23;0.3589
2014-05-24;0.8889
2014-05-25;2.7753
2014-05-26;3.4701
2014-05-27;3.5959
2014-05-28;0.9126
2014-05-29;0.0355
2014-05-30;-0.6888
2014-05-31;1.505
2014-06-01;1.7567
2014-06-02;3.6222
2014-06-03;3.2814
2014-06-04;3.3312
2014-06-05;4.2288
2014-06-06;5.1051
2014-06-07;4.2697
2014-06-08;2.7792
2014-06-09;3.5148
2014-06-10;4.9484
2014-06-11;3.3601
2014-06-12;2.0893
2014-06-13;1.5976
2014-06-14;2.2909
2014-06-15;2.386
2014-06-16;1.1551
2014-06-17;3.091
2014-06-18;6.2182
2014-06-19;2.8449
2014-06-20;4.1325
2014-06-21;4.7844
2014-06-22;3.8034
2014-06-23;4.3395
2014-06-24;2.739
2014-06-25;4.2634
2014-06-26;4.9162
2014-06-27;3.9532
2014-06-28;2.2485
2014-06-29;2.6837
2014-06-30;2.0891
2014-07-01;2.6282
2014-07-02;1.7636
2014-07-03;2.89
2014-07-04;3.7105
2014-07-05;6.8228
2014-07-06;7.9147
2014-07-07;7.6493
2014-07-08;7.4578
2014-07-09;6.9945
2014-07-10;5.9914
2014-07-11;2.5995
2014-07-12;5.1253
2014-07-13;6.1799
2014-07-14;2.4031
2014-07-15;3.4877
2014-07-16;6.0637
2014-07-17;5.393
2014-07-18;4.2349
2014-07-19;6.0045
2014-07-20;4.9211
2014-07-21;4.9366
2014-07-22;5.4438
2014-07-23;2.4983
2014-07-24;1.6286
2014-07-25;1.7017
2014-07-26;1.4987
2014-07-27;3.488
2014-07-28;4.8671
2014-07-29;5.4128
2014-07-30;4.6988
2014-07-31;4.8812
2014-08-01;5.1165
2014-08-02;3.2687
2014-08-03;4.3214
2014-08-04;5.6317
2014-08-05;5.8041
2014-08-06;5.1643
2014-08-07;5.2076
2014-08-08;5.4655
2014-08-09;5.9581
2014-08-10;5.477
2014-08-11;3.8364
2014-08-12;5.5749
2014-08-13;3.8537
2014-08-14;2.004
2014-08-15;2.2955
2014-08-16;4.0724
2014-08-17;4.517
2014-08-18;4.8777
2014-08-19;2.1239
2014-08-20;1.3126
2014-08-21;1.5855
2014-08-22;2.7583
2014-08-23;0.4095
2014-08-24;0.7437
2014-08-25;1.2952
2014-08-26;2.0702
2014-08-27;0.9395
2014-08-28;0.5962
2014-08-29;1.5394
2014-08-30;2.6444
2014-08-31;1.2644
2014-09-01;2.2733
2014-09-02;3.2401
2014-09-03;3.6034
2014-09-04;3.042
2014-09-05;3.3769
2014-09-06;3.9024
2014-09-07;4.8113
2014-09-08;3.4232
2014-09-09;2.5462
2014-09-10;1.0907
2014-09-11;1.7212
2014-09-12;2.797
2014-09-13;2.6935
2014-09-14;1.0699
2014-09-15;1.6936
2014-09-16;0.0718
2014-09-17;1.0069
2014-09-18;1.9196
2014-09-19;0.6536
2014-09-20;1.5655
2014-09-21;0.5928
2014-09-22;-1.6995
2014-09-23;-0.3398
2014-09-24;-0.4991
2014-09-25;-0.4083
2014-09-26;-1.1173
2014-09-27;-3.423
2014-09-28;-2.5741
2014-09-29;-1.2364
2014-09-30;-1.2541
2014-10-01;-0.8672
2014-10-02;-2.3255
2014-10-03;-3.7951
2014-10-04;-3.0963
2014-10-05;-2.4984
2014-10-06;-2.4866
2014-10-07;-2.0302
2014-10-08;-1.3961
2014-10-09;-1.6364
2014-10-10;-2.66
2014-10-11;-3.9111
2014-10-12;-3.2596
2014-10-13;-1.6732
2014-10-14;-0.7865
2014-10-15;-3.6113
2014-10-16;-4.4149
2014-10-17;-4.3174
2014-10-18;-4.0512
2014-10-19;-4.1257
2014-10-20;-3.9812
2014-10-21;-5.0105
2014-10-22;-5.6141
2014-10-23;-5.5613
2014-10-24;-4.8817
2014-10-25;-5.3213
2014-10-26;-5.1195
2014-10-27;-4.1385
2014-10-28;-4.8827
2014-10-29;-4.7576
2014-10-30;-4.2591
2014-10-31;-4.2474
2014-11-01;-3.3695
2014-11-02;-3.4781
2014-11-03;-3.4751
2014-11-04;-4.1415
2014-11-05;-4.2451
2014-11-06;-6.2149
2014-11-07;-6.4115
2014-11-08;-3.4442
2014-11-09;-2.9909
2014-11-10;-3.1519
2014-11-11;-3.8398
2014-11-12;-5.5958
2014-11-13;-5.5703
2014-11-14;-3.9697
2014-11-15;-3.9886
2014-11-16;-7.2823
2014-11-17;-7.7782
2014-11-18;-8.3008
2014-11-19;-8.8648
2014-11-20;-9.2922
2014-11-21;-7.5573
2014-11-22;-8.3717
2014-11-23;-12.5172
2014-11-24;-13.1022
2014-11-25;-10.6661
2014-11-26;-9.7816
2014-11-27;-9.9018
2014-11-28;-8.281
2014-11-29;-10.8847
2014-11-30;-10.9763
2014-12-01;-6.1918
2014-12-02;-5.4292
2014-12-03;-5.1057
2014-12-04;-6.0154
2014-12-05;-6.6033
2014-12-06;-6.1395
2014-12-07;-6.4006
2014-12-08;-6.9227
2014-12-09;-12.1252
2014-12-10;-12.3813
2014-12-11;-11.9836
2014-12-12;-10.8139
2014-12-13;-10.779
2014-12-14;-9.6142
2014-12-15;-9.9198
2014-12-16;-9.8033
2014-12-17;-18.1937
2014-12-18;-18.5813
2014-12-19;-17.2068
2014-12-20;-13.7684
2014-12-21;-13.7903
2014-12-22;-13.379
2014-12-23;-12.3258
2014-12-24;-12.8497
2014-12-25;-12.7704
2014-12-26;-11.0413
2014-12-27;-16.5364
2014-12-28;-16.919
2014-12-29;-13.3556
2014-12-30;-11.3805
2014-12-31;-11.6901
2015-01-01;-9.4946
2015-01-02;-7.7672
2015-01-03;-8.4266
2015-01-04;-10.9677
2015-01-05;-14.906
2015-01-06;-15.1833
2015-01-07;-12.9862
2015-01-08;-18.1594
2015-01-09;-22.4332
2015-01-10;-22.8386
2015-01-11;-21.0678
2015-01-12;-16.1096
2015-01-13;-13.5204
2015-01-14;-13.5311
2015-01-15;-13.9527
2015-01-16;-14.4645
2015-01-17;-20.4854
2015-01-18;-20.9773
2015-01-19;-17.2515
2015-01-20;-17.6557
2015-01-21;-17.2957
2015-01-22;-12.8548
2015-01-23;-10.7566
2015-01-24;-11.018
2015-01-25;-10.9971
2015-01-26;-10.6969
2015-01-27;-13.4627
2015-01-28;-14.2457
2015-01-29;-14.4435
2015-01-30;-18.0768
2015-01-31;-18.3008
2015-02-01;-14.4214
2015-02-02;-13.8254
2015-02-03;-12.1506
2015-02-04;-13.2376
2015-02-05;-13.2326
2015-02-06;-12.9037
2015-02-07;-13.1709
2015-02-08;-10.988
2015-02-09;-12.0895
2015-02-10;-12.8942
2015-02-11;-11.7847
2015-02-12;-10.19
2015-02-13;-17.3328
2015-02-14;-17.2992
2015-02-15;-17.066
2015-02-16;-17.4211
2015-02-17;-13.7796
2015-02-18;-10.4232
2015-02-19;-15.9051
2015-02-20;-16.1724
2015-02-21;-16.2221
2015-02-22;-16.7074
2015-02-23;-12.2188
2015-02-24;-10.1317
2015-02-25;-8.1684
2015-02-26;-5.8756
2015-02-27;-6.6588
2015-02-28;-6.3908
2015-03-01;-6.3222
2015-03-02;-6.3193
2015-03-03;-6.0569
2015-03-04;-7.4502
2015-03-05;-8.2851
2015-03-06;-8.7607
2015-03-07;-8.6016
2015-03-08;-6.9543
2015-03-09;-7.4666
2015-03-10;-9.2714
2015-03-11;-9.1707
2015-03-12;-5.0085
2015-03-13;-6.1584
2015-03-14;-5.534
2015-03-15;-6.0823
2015-03-16;-6.1985
2015-03-17;-6.9531
2015-03-18;-6.7479
2015-03-19;-9.2198
2015-03-20;-8.1261
2015-03-21;-5.937
2015-03-22;-4.7062
2015-03-23;-5.421
2015-03-24;-4.0024
2015-03-25;-3.9612
2015-03-26;-4.1458
2015-03-27;-3.0248
2015-03-28;-2.6315
2015-03-29;-2.7435
2015-03-30;-4.3697
2015-03-31;-3.9462
2015-04-01;-3.6943
2015-04-02;-4.0312
2015-04-03;-4.6229
2015-04-04;-5.6733
2015-04-05;-4.8907
2015-04-06;-3.2579
2015-04-07;-5.5526
2015-04-08;-3.9557
2015-04-09;-5.0067
2015-04-10;-3.791
2015-04-11;-4.6124
2015-04-12;-3.7618
2015-04-13;-2.3004
2015-04-14;-2.4715
2015-04-15;-2.0132
2015-04-16;-2.6883
2015-04-17;-2.8691
2015-04-18;-4.6134
2015-04-19;-2.6103
2015-04-20;-3.3353
2015-04-21;-0.9612
2015-04-22;-4.5721
2015-04-23;-1.5253
2015-04-24;-3.5794
2015-04-25;-1.699
2015-04-26;-2.4421
2015-04-27;-2.9497
2015-04-28;-1.3112
2015-04-29;-3.6906
2015-04-30;-1.5147
2015-05-01;-0.6473
2015-05-02;-3.4133
2015-05-03;-4.0552
2015-05-04;-4.1272
2015-05-05;-4.4753
2015-05-06;-2.7645
2015-05-07;-3.0776
2015-05-08;-3.5227
2015-05-09;-0.8995
2015-05-10;-0.4837
2015-05-11;-1.5178
2015-05-12;-0.3471
2015-05-13;2.4661
2015-05-14;1.7297
2015-05-15;3.5507
2015-05-16;2.6425
2015-05-17;-1.6205
2015-05-18;0.5197
2015-05-19;3.0739
2015-05-20;3.0081
2015-05-21;3.6848
2015-05-22;2.1957
2015-05-23;3.1103
2015-05-24;0.7277
2015-05-25;3.1567
2015-05-26;2.2068
2015-05-27;1.1763
2015-05-28;-0.1087
2015-05-29;2.8111
2015-05-30;2.1494
2015-05-31;2.2156
2015-06-01;0.7774
2015-06-02;2.5727
2015-06-03;3.1179
2015-06-04;5.1436
2015-06-05;4.8357
2015-06-06;3.8214
2015-06-07;3.7152
2015-06-08;4.3529
2015-06-09;1.6882
2015-06-10;2.0437
2015-06-11;1.4479
2015-06-12;2.5354
2015-06-13;2.9209
2015-06-14;2.268
2015-06-15;3.2323
2015-06-16;3.1869
2015-06-17;4.2348
2015-06-18;3.6091
2015-06-19;2.3657
2015-06-20;4.5936
2015-06-21;5.44
2015-06-22;3.7856
2015-06-23;3.6982
2015-06-24;3.3054
2015-06-25;4.9601
2015-06-26;4.4971
2015-06-27;5.1944
2015-06-28;4.8937
2015-06-29;6.3922
2015-06-30;6.1446
2015-07-01;5.2644
2015-07-02;4.4481
2015-07-03;5.195
2015-07-04;-0.6917
2015-07-05;3.4258
2015-07-06;3.6851
2015-07-07;0.9931
2015-07-08;2.0483
2015-07-09;5.1844
2015-07-10;3.6279
2015-07-11;5.2959
2015-07-12;7.4867
2015-07-13;6.0901
2015-07-14;2.1423
2015-07-15;-0.022
2015-07-16;1.5974
2015-07-17;4.1151
2015-07-18;5.0778
2015-07-19;3.8845
2015-07-20;4.9994
2015-07-21;5.9614
2015-07-22;5.1461
2015-07-23;0.6737
2015-07-24;2.6799
2015-07-25;6.305
2015-07-26;2.8723
2015-07-27;4.2003
2015-07-28;5.8349
2015-07-29;4.7109
2015-07-30;4.9661
2015-07-31;5.0462
2015-08-01;3.9941
2015-08-02;5.6177
2015-08-03;6.9958
2015-08-04;3.8277
2015-08-05;4.0851
2015-08-06;2.3768
2015-08-07;3.7217
2015-08-08;3.2974
2015-08-09;5.0276
2015-08-10;5.1968
2015-08-11;4.5016
2015-08-12;5.2052
2015-08-13;6.8097
2015-08-14;6.0069
2015-08-15;5.0778
2015-08-16;4.7025
2015-08-17;1.5702
2015-08-18;1.2505
2015-08-19;1.0874
2015-08-20;1.6079
2015-08-21;1.085
2015-08-22;1.7405
2015-08-23;3.5436
2015-08-24;4
2015-08-25;3.6617
2015-08-26;1.8725
2015-08-27;3.2008
2015-08-28;4.2215
2015-08-29;4.3701
2015-08-30;3.2798
2015-08-31;3.5116
2015-09-01;3.3299
2015-09-02;3.3012
2015-09-03;1.4871
2015-09-04;2.079
2015-09-05;1.2221
2015-09-06;2.2018
2015-09-07;2.2605
2015-09-08;2.816
2015-09-09;2.771
2015-09-10;3.9187
2015-09-11;2.2012
2015-09-12;2.0196
2015-09-13;3.4312
2015-09-14;2.7889
2015-09-15;3.1104
2015-09-16;2.7715
2015-09-17;2.4484
2015-09-18;0.9305
2015-09-19;1.4942
2015-09-20;2.397
2015-09-21;1.2706
2015-09-22;2.3698
2015-09-23;2.3297
2015-09-24;2.647
2015-09-25;2.6117
2015-09-26;2.2577
2015-09-27;1.1918
2015-09-28;1.0073
2015-09-29;1.6699
2015-09-30;2.4563
2015-10-01;1.1972
2015-10-02;1.2888
2015-10-03;1.8803
2015-10-04;-1.3551
2015-10-05;-1.7981
2015-10-06;-2.4633
2015-10-07;-2.1178
2015-10-08;-0.7895
2015-10-09;-4.5649
2015-10-10;-3.1001
2015-10-11;-3.3583
2015-10-12;-2.9538
2015-10-13;-2.3449
2015-10-14;-3.4101
2015-10-15;-3.1424
2015-10-16;-2.8833
2015-10-17;-5.0513
2015-10-18;-4.7023
2015-10-19;-3.0769
2015-10-20;-2.8712
2015-10-21;-3.5918
2015-10-22;-3.6601
2015-10-23;-3.4237
2015-10-24;-4.3459
2015-10-25;-4.2302
2015-10-26;-4.2656
2015-10-27;-4.2683
2015-10-28;-3.8593
2015-10-29;-3.2861
2015-10-30;-3.4446
2015-10-31;-4.9309
2015-11-01;-5.0852
2015-11-02;-3.2612
2015-11-03;-4.1239
2015-11-04;-4.5115
2015-11-05;-5.7022
2015-11-06;-5.5562
2015-11-07;-4.3587
2015-11-08;-5.2376
2015-11-09;-5.434
2015-11-10;-4.9837
2015-11-11;-5.6901
2015-11-12;-5.8707
2015-11-13;-5.2271
2015-11-14;-2.8154
2015-11-15;-4.7011
2015-11-16;-6.463
2015-11-17;-6.9423
2015-11-18;-7.7884
2015-11-19;-8.2951
2015-11-20;-6.0044
2015-11-21;-3.2517
2015-11-22;-2.8025
2015-11-23;-3.1726
2015-11-24;-4.8367
2015-11-25;-5.0227
2015-11-26;-4.677
2015-11-27;-4.917
2015-11-28;-4.8163
2015-11-29;-3.4877
2015-11-30;-7.2294
2015-12-01;-7.5324
2015-12-02;-7.2675
2015-12-03;-12.8636
2015-12-04;-13.609
2015-12-05;-10.6381
2015-12-06;-10.6531
2015-12-07;-7.0825
2015-12-08;-10.3436
2015-12-09;-10.5282
2015-12-10;-6.924
2015-12-11;-10.0773
2015-12-12;-10.4572
2015-12-13;-11.0508
2015-12-14;-11.116
2015-12-15;-14.0515
2015-12-16;-14.0743
2015-12-17;-14.5483
2015-12-18;-15.3139
2015-12-19;-15.54
2015-12-20;-14.9835
2015-12-21;-13.9094
2015-12-22;-14.5979
2015-12-23;-13.9065
2015-12-24;-15.2103
2015-12-25;-15.7665
2015-12-26;-15.2134
2015-12-27;-9.4574
2015-12-28;-11.6428
2015-12-29;-11.9964
2015-12-30;-10.4378
2015-12-31;-14.8913
2016-01-01;-15.4034
2016-01-02;-12.8619
2016-01-03;-16.3847
2016-01-04;-16.9633
2016-01-05;-12.5378
2016-01-06;-11.5428
2016-01-07;-12.6251
2016-01-08;-12.8012
2016-01-09;-17.1402
2016-01-10;-17.6702
2016-01-11;-14.808
2016-01-12;-12.4941
2016-01-13;-10.0526
2016-01-14;-11.6506
2016-01-15;-15.3649
2016-01-16;-16.2269
2016-01-17;-16.6308
2016-01-18;-14.4573
2016-01-19;-14.8181
2016-01-20;-14.788
2016-01-21;-17.3559
2016-01-22;-18.2361
2016-01-23;-18.1015
2016-01-24;-18.0014
2016-01-25;-17.3919
2016-01-26;-17.52
2016-01-27;-15.0123
2016-01-28;-15.4682
2016-01-29;-15.9627
2016-01-30;-12.6043
2016-01-31;-12.0078
2016-02-01;-10.5013
2016-02-02;-10.7265
2016-02-03;-12.6789
2016-02-04;-12.5251
2016-02-05;-7.9201
2016-02-06;-5.4769
2016-02-07;-7.1915
2016-02-08;-7.011
2016-02-09;-7.0472
2016-02-10;-8.4721
2016-02-11;-11.6362
2016-02-12;-12.0599
2016-02-13;-11.3074
2016-02-14;-11.2807
2016-02-15;-11.6358
2016-02-16;-9.0904
2016-02-17;-8.7107
2016-02-18;-6.7253
2016-02-19;-5.521
2016-02-20;-5.4741
2016-02-21;-5.2303
2016-02-22;-5.517
2016-02-23;-6.8546
2016-02-24;-9.6485
2016-02-25;-12.9278
2016-02-26;-13.1673
2016-02-27;-8.0383
2016-02-28;-7.3648
2016-02-29;-6.0766
2016-03-01;-8.321
2016-03-02;-7.8669
2016-03-03;-3.8785
2016-03-04;-7.1395
2016-03-05;-6.7823
2016-03-06;-5.3426
2016-03-07;-4.6983
2016-03-08;-3.7321
2016-03-09;-3.8884
2016-03-10;-4.4816
2016-03-11;-3.8948
2016-03-12;-4.5017
2016-03-13;-5.2059
2016-03-14;-5.6277
2016-03-15;-5.444
2016-03-16;-8.456
2016-03-17;-7.5852
2016-03-18;-4.8681
2016-03-19;-4.5575
2016-03-20;-5.108
2016-03-21;-3.6962
2016-03-22;-5.8095
2016-03-23;-8.3491
2016-03-24;-6.896
2016-03-25;-2.4484
2016-03-26;-0.7969
2016-03-27;-4.4699
2016-03-28;-4.4221
2016-03-29;-4.169
2016-03-30;-3.973
2016-03-31;-4.7254
2016-04-01;-4.8091
2016-04-02;-1.3308
2016-04-03;-1.6877
2016-04-04;-0.7272
2016-04-05;-2.0238
2016-04-06;-2.5661
2016-04-07;-3.0785
2016-04-08;-2.4807
2016-04-09;-2.1748
2016-04-10;-3.179
2016-04-11;-3.3922
2016-04-12;-2.8165
2016-04-13;-3.2201
2016-04-14;-4.918
2016-04-15;-3.1278
2016-04-16;-4.529
2016-04-17;-2.742
2016-04-18;-1.7452
2016-04-19;-1.2012
2016-04-20;-2.3081
2016-04-21;-0.4498
2016-04-22;-2.2354
2016-04-23;-2.3227
2016-04-24;-5.2418
2016-04-25;-3.0895
2016-04-26;-1.9426
2016-04-27;-2.285
2016-04-28;-1.7886
2016-04-29;-3.2452
2016-04-30;-2.3525
2016-05-01;-3.2922
2016-05-02;0.6002
2016-05-03;-0.9033
2016-05-04;-0.2737
2016-05-05;1.1733
2016-05-06;-0.2133
2016-05-07;-0.3358
2016-05-08;-2.6051
2016-05-09;-1.4097
2016-05-10;0.7786
2016-05-11;0.8881
2016-05-12;0.5139
2016-05-13;0.9564
2016-05-14;0.3991
2016-05-15;-0.3333
2016-05-16;-0.0596
2016-05-17;-1.9103
2016-05-18;-0.4878
2016-05-19;0.9855
2016-05-20;0.8286
2016-05-21;0.7052
2016-05-22;-0.6969
2016-05-23;1.2124
2016-05-24;1.6085
2016-05-25;1.5104
2016-05-26;-0.2147
2016-05-27;0.6774
2016-05-28;0.332
2016-05-29;0.1535
2016-05-30;2.2017
2016-05-31;-0.2563
2016-06-01;-2.0332
2016-06-02;-0.5967
2016-06-03;2.473
2016-06-04;2.462
2016-06-05;1.6931
2016-06-06;1.5193
2016-06-07;2.2846
2016-06-08;3.6724
2016-06-09;3.6579
2016-06-10;3.8314
2016-06-11;3.573
2016-06-12;1.5506
2016-06-13;3.173
2016-06-14;2.1863
2016-06-15;3.1096
2016-06-16;4.3682
2016-06-17;3.1985
2016-06-18;4.652
2016-06-19;3.7291
2016-06-20;5.7008
2016-06-21;1.8524
2016-06-22;4.3078
2016-06-23;5.3358
2016-06-24;4.8926
2016-06-25;4.7907
2016-06-26;2.4724
2016-06-27;5.2295
2016-06-28;6.3582
2016-06-29;6.6424
2016-06-30;5.4333
2016-07-01;4.5429
2016-07-02;3.9116
2016-07-03;4.5282
2016-07-04;4.4882
2016-07-05;5.821
2016-07-06;5.872
2016-07-07;6.8084
2016-07-08;7.4568
2016-07-09;5.5178
2016-07-10;6.7637
2016-07-11;6.3969
2016-07-12;7.049
2016-07-13;4.7097
2016-07-14;2.8527
2016-07-15;4.4523
2016-07-16;3.8964
2016-07-17;5.8463
2016-07-18;6.1109
2016-07-19;4.8302
2016-07-20;5.6422
2016-07-21;1.3939
2016-07-22;1.9897
2016-07-23;1.6498
2016-07-24;3.2048
2016-07-25;2.1452
2016-07-26;3.4372
2016-07-27;2.9244
2016-07-28;3.2332
2016-07-29;4.7548
2016-07-30;1.9521
2016-07-31;1.4561
2016-08-01;2.6507
2016-08-02;3.4209
2016-08-03;4.0761
2016-08-04;4.325
2016-08-05;4.819
2016-08-06;4.3903
2016-08-07;3.8293
2016-08-08;5.5314
2016-08-09;4.1371
2016-08-10;3.9481
2016-08-11;5.9184
2016-08-12;4.7026
2016-08-13;4.9649
2016-08-14;5.5188
2016-08-15;3.3299
2016-08-16;1.9701
2016-08-17;4.7597
2016-08-18;4.0549
2016-08-19;6.1812
2016-08-20;3.5154
2016-08-21;2.988
2016-08-22;4.466
2016-08-23;4.6473
2016-08-24;3.8646
2016-08-25;1.4169
2016-08-26;1.9555
2016-08-27;3.5197
2016-08-28;4.104
2016-08-29;3.6831
2016-08-30;4.4024
2016-08-31;3.5138
2016-09-01;4.0983
2016-09-02;1.765
2016-09-03;3.2969
2016-09-04;1.5203
2016-09-05;2.4369
2016-09-06;3.4112
2016-09-07;2.82
2016-09-08;3.8745
2016-09-09;0.6995
2016-09-10;1.4432
2016-09-11;1.3114
2016-09-12;0.5047
2016-09-13;0.8988
2016-09-14;0.9228
2016-09-15;1.524
2016-09-16;1.8027
2016-09-17;0.2423
2016-09-18;0.597
2016-09-19;-2.887
2016-09-20;-0.8848
2016-09-21;0.5937
2016-09-22;-0.2211
2016-09-23;0.7539
2016-09-24;1.3363
2016-09-25;1.7766
2016-09-26;0.1677
2016-09-27;0.3097
2016-09-28;0.2917
2016-09-29;0.3968
2016-09-30;-1.8984
2016-10-01;-1.1152
2016-10-02;-0.5271
2016-10-03;0.455
2016-10-04;0.3647
2016-10-05;0.4226
2016-10-06;1.2518
2016-10-07;1.0252
2016-10-08;0.7513
2016-10-09;-0.4355
2016-10-10;-1.1155
2016-10-11;-0.6639
2016-10-12;-1.0339
2016-10-13;-0.6682
2016-10-14;-2.8706
2016-10-15;-2.6652
2016-10-16;-2.1629
2016-10-17;-2.1852
2016-10-18;-2.6514
2016-10-19;-3.5174
2016-10-20;-3.4729
2016-10-21;-3.2757
2016-10-22;-2.9476
2016-10-23;-4.1022
2016-10-24;-3.823
2016-10-25;-3.9576
2016-10-26;-6.5172
2016-10-27;-6.1499
2016-10-28;-6.2425
2016-10-29;-6.2921
2016-10-30;-6.2828
2016-10-31;-6.4266
2016-11-01;-5.6223
2016-11-02;-5.7397
2016-11-03;-5.1514
2016-11-04;-4.5691
2016-11-05;-5.8601
2016-11-06;-6.5469
2016-11-07;-6.4274
2016-11-08;-5.9919
2016-11-09;-6.0523
2016-11-10;-5.2909
2016-11-11;-3.5045
2016-11-12;-3.7962
2016-11-13;-4.2501
2016-11-14;-5.5264
2016-11-15;-6.5675
2016-11-16;-7.3096
2016-11-17;-8.2979
2016-11-18;-8.3854
2016-11-19;-7.8547
2016-11-20;-7.3562
2016-11-21;-4.1665
2016-11-22;-4.2011
2016-11-23;-4.7123
2016-11-24;-5.679
2016-11-25;-10.745
2016-11-26;-11.0596
2016-11-27;-8.8282
2016-11-28;-9.3637
2016-11-29;-9.3733
2016-11-30;-8.8578
2016-12-01;-7.6206
2016-12-02;-12.8923
2016-12-03;-15.3739
2016-12-04;-15.5581
2016-12-05;-8.9771
2016-12-06;-9.6253
2016-12-07;-10.4314
2016-12-08;-8.3352
2016-12-09;-8.3659
2016-12-10;-5.8399
2016-12-11;-10.3334
2016-12-12;-11.1199
2016-12-13;-6.5916
2016-12-14;-13.6768
2016-12-15;-14.4748
2016-12-16;-10.8453
2016-12-17;-9.3982
2016-12-18;-7.7187
2016-12-19;-8.4946
2016-12-20;-11.6112
2016-12-21;-11.9989
2016-12-22;-8.1568
2016-12-23;-7.9246
2016-12-24;-8.7897
2016-12-25;-10.4801
2016-12-26;-16.6427
2016-12-27;-16.8692
2016-12-28;-13.2448
2016-12-29;-11.438
2016-12-30;-10.2679
2016-12-31;-11.6642
2017-01-01;-11.7529
2017-01-02;-10.9489
2017-01-03;-14.9132
2017-01-04;-15.4299
2017-01-05;-14.8212
2017-01-06;-11.5013
2017-01-07;-13.8363
2017-01-08;-14.3398
2017-01-09;-15.5297
2017-01-10;-15.4165
2017-01-11;-15.4215
2017-01-12;-16.613
2017-01-13;-17.4461
2017-01-14;-17.7589
2017-01-15;-13.7159
2017-01-16;-14.7522
2017-01-17;-14.2875
2017-01-18;-13.3086
2017-01-19;-13.3267
2017-01-20;-12.7943
2017-01-21;-13.0351
2017-01-22;-10.2066
2017-01-23;-14.5869
2017-01-24;-14.8699
2017-01-25;-9.7072
2017-01-26;-8.3793
2017-01-27;-11.4927
2017-01-28;-14.3265
2017-01-29;-14.605
2017-01-30;-9.3368
2017-01-31;-8.9568
2017-02-01;-10.3904
2017-02-02;-15.4945
2017-02-03;-15.3057
2017-02-04;-10.238
2017-02-05;-7.2205
2017-02-06;-10.2292
2017-02-07;-11.088
